model,task,errorType,id,title,source,publishedAt,language,relevance,eventType,impactDirection,expected,predicted,evidenceSentenceIds,symbols,sectors,rationale,rawOutput,url
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3081d,सामसङ ग्यालेक्सी एस-२६ प्लसमा २३ हजार रुपैयाँ ‘क्यासब्याक’,बिजनेस – Page 12 – Online Khabar,2026-05-19T11:43:13.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2,,,"यो समाचार सामसङ नेपालको एउटा उपभोक्ता इलेक्ट्रोनिक्स प्रवर्द्धन (promotion) सँग सम्बन्धित छ, जसको नेपालको सेयर बजार (NEPSE) मा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव पर्दैन ।","{""confidenceBand"": ""high"", ""eventType"": ""capital_action"", ""evidence"": [""सामसङ नेपालले ग्यालेक्सी एस-२६ प्लसमा सीमित अवधिका लागि क्यासब्याक अफर ल्याएको छ ।"", ""यो सीमित अवधिको लागि ग्यालेक्सी एस २६ प्लस खरिद गर्दा ग्राहकहरूले २३ हजार रुपैयाँको इन्स्ट्यान्ट क्यासब्याक पाउँछन्, जसले यसको विशेष अफर मूल्य १ लाख ८२ हजार ९९९ बाट घटेर १ लाख ५९ हजार ९९९ रुपैयाँ पर्दछ ।"", ""कम्पनीका अनुसार यो अफर १९ मे देखि ३१ जुनसम्म मान्य हुनेछ ।""], ""evidenceSentenceIds"": [""S2"", ""S6"", ""S7""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""valuation_sentiment"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a company's capital action, such as a share buyback, dividend, or stock split, which directly affects the company's capital structure or shareholder returns."", ""relevance"": ""direct"", ""sectors"": [""Telecom""], ""summary"": ""Samsung Nepal has introduced a limited-time cashback offer for the Galaxy S-2",https://www.onlinekhabar.com/2026/05/1935233/rs-23000-cashback-on-samsung-galaxy-s26-plus
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d3081f,"कृषि मन्त्रालयले भन्यो- मलको अभाव छैन, झन्डै डेढ लाख मेट्रिक टन मौज्दात छ",बिजनेस – Page 12 – Online Khabar,2026-05-19T15:48:54.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S2;S5,,,"यो समाचार कृषि क्षेत्रको मलको आपूर्ति र मूल्यसँग सम्बन्धित सामान्य खबर हो, जसले नेप्से बजार वा सूचीकृत कम्पनीहरूमा पर्ने कुनै प्रत्यक्ष वा प्रमाणित संयन्त्र देखाउँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""कृषि, वन तथा पर्यावरण मन्त्रालयले एक लाख ४४ हजार ८०३ मेट्रिक टन रासायनिक मल मौज्दात रहेको बताएको छ ।"", ""रामकृष्ण श्रेष्ठले रासायानिक मलको मौज्दातबारे जानकारी दिएका हुन् ।"", ""उनले तत्काल मलको अभाव नरहेको पनि दाबी गरे ।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S5""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The availability of chemical fertilizer in the market is expected to support agricultural production and potentially influence the supply and demand dynamics for fertilizers."", ""relevance"": ""direct"", ""sectors"": [""Agriculture""], ""summary"": ""The Ministry of Agriculture, Forests and Soil Conservation has stated that there is a stock of 144,803 metric tons of chemical fertilizer available in the market."", ""symbols"": [], ""tags"": [""chemical fertilizer"", ""stock"", ""agriculture""]}",https://www.onlinekhabar.com/2026/05/1935440/ministry-of-agriculture-says-there-is-no-shortage-of-fertilizer-there-is-a-stock-of-about-1-5-lakh-metric-tons
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30820,गोलाप्रथामा छनोट नभएकाहरू इजरायल जान नयाँ विज्ञापन कुर्नुपर्ने,बिजनेस – Page 12 – Online Khabar,2026-05-20T05:23:40.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S3;S11,,,"यो समाचार वैदेशिक रोजगारी र श्रम मन्त्रालयको प्रक्रियासँग सम्बन्धित छ, जसको नेपालको शेयर बजार (NEPSE) मा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव पर्ने देखिँदैन ।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""इजरायलमा दीर्घकालीन स्याहार केन्द्रमा कामदारका रूपमा जान आवेदन दिएर गोलाप्रथा (लट्री) मा नपरेका उम्मेदवारहरूले अब नयाँ विज्ञापन कुर्नुपर्ने भएको छ ।"", ""श्रम, रोजगार तथा सामाजिक सुरक्षा मन्त्रालयले एक प्रेस विज्ञप्ति जारी गर्दै इजरायली निकाय ‘पीबा’ ले ‘लट्री आउट’ भएकाहरूलाई सिधै प्रक्रियामा सहभागी गराउन नसकिने जानकारी दिएको जनाएको छ ।"", ""पीबाबाट उनीहरूलाई विशेष प्रक्रियामार्फत लैजान नसकिने र आगामी विज्ञापनमा आवेदन दिनुपर्ने जानकारी गराएपछि मन्त्रालयले नयाँ विज्ञापन खुलेपछि आवेदन दिन भनेको हो ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"":",https://www.onlinekhabar.com/2026/05/1935614/those-not-selected-in-the-lottery-must-wait-for-a-new-advertisement-to-go-to-israel
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d30821,सीजी मोटर्सको महामेला एक्स्चेन्ज कार्निभल भृकुटीमण्डपमा सुरु,बिजनेस – Page 12 – Online Khabar,2026-05-20T11:34:01.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S2;S5,,,"यो समाचार सीजी मोटर्सको एउटा प्रवर्द्धनात्मक कार्यक्रम र नयाँ उत्पादन सार्वजनिक गर्ने बारेमा मात्र केन्द्रित छ, जसको नेप्से बजारमा कुनै ठोस प्रभाव पर्ने देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""product_launch"", ""evidence"": [""सीजी मोटर्सले महामेला एक्स्चेन्ज कार्निभल भृकुटीमण्डपमा आयोजना गरेको छ ।"", ""कार्यक्रममा रिडारा इकोन ४×४ र ‘अपग्रेडेड किङ लङ’ अनावरण गरिएको छ ।"", ""नयाँ किङ लङ १६ सिट तथा ७५.४१ किलोवाट ब्लेड ब्याट्रीयूक्त छ ।""], ""evidenceSentenceIds"": [""S2"", ""S5"", ""S6""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""earnings_cash_flow"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The launch of new models and the availability of financing options can increase sales and revenue for the company."", ""relevance"": ""direct"", ""sectors"": [""Manufacturing""], ""summary"": ""CG Motors has launched new models, including the upgraded King Lang, at the Mahamela Exchange Carnival in the Bhrikuti Mandap."", ""symbols"": [""CGM""], ""tags"": [""product launch"", ""carnival"", ""cg motors""]}",https://www.onlinekhabar.com/2026/05/1936035/cg-motors-mahamela-exchange-carnival-begins-at-bhrikuti-mandap
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30822,रिसोर्टको शेयर लिएर पैसा नदिएको कसुरमा भोटेकोशी हेली रिसोर्टका सञ्चालक फेरि पक्राउ,बिजनेस – Page 12 – Online Khabar,2026-05-20T14:27:06.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S6;S10,,,"यो समाचार एक निजी रिसोर्टका सञ्चालकको आपराधिक कारबाही र नेपाल बैंक लिमिटेडको एक ऋण असुली प्रक्रियासँग सम्बन्धित छ, जसले नेप्से बजार वा सूचीकृत कम्पनीहरूको समग्र वित्तीय अवस्थामा प्रत्यक्ष वा अप्रत्यक्ष प्रभाव पार्ने कुनै ठोस आधार देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""२०८२ माघ २३ गते बैंकिङ कसुरमा पक्राउ परी कास्की जिल्ला अदालतबाट जिम्मा जमानीमा छुटेका भोटेकोशी हेली रिसोर्ट एन्ड स्पा लिमिटेडका सञ्चालक सुवास प्रधान फेरि पक्राउ परेका छन् ।"", ""काठमाडौं उपत्यका अपराध अनुसन्धान कार्यालय टेकुको सहयोगमा यही जेठ ३ गते पक्राउ गरी प्रधानलाई पोखरा ल्याएको हो ।"", ""प्रधानलाई मंगलबार थप ३ दिनको म्याद गरी कास्की हिरासतमा राखेर प्रहरीले अनुसन्धान गरिरहेको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a regulatory or legal action against a listed company or its management, which is classified as a regulation event under NEPSE's impact framework."", ""relevance"": ""direct"", ""sectors"": [""Hospitality""], ""summary"": ""Suvas Pradhan, the managing director of Bhote Koshi Helicopter Resort and Spa Limited",https://www.onlinekhabar.com/2026/05/1936202/bhotekoshi-heli-resort-owner-arrested-again-for-taking-resort-shares-and-not-paying
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30823,बचतकर्ताको पैसा जोगाउन खोज्दा देशकै ठूलो बैंकको सीईओ पक्राउ पर्ने कस्तो व्यवस्था ?,बिजनेस – Page 12 – Online Khabar,2026-05-21T15:23:42.000Z,ne,indirect,regulation,uncertain,valid_json,invalid_or_truncated_json,S8;S12;S2,,Banking,लेखले बैंकिङ कानुनको कार्यान्वयन र अनुसन्धान निकायको गतिविधिले बैंकिङ क्षेत्रको सुशासन र स्थिरतामा पार्न सक्ने प्रभावको संकेत गर्दछ।,"{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""प्रवर्द्धकहरूले अर्बौं रुपैयाँ आफ्ना निजी कम्पनीमा सारेको र बैंक टाट पल्टिन लागेको समाचार सञ्चारमाध्यममा सार्वजनिक भएपछि २०६३ सालको कात्तिक अन्तिमदेखि तत्कालीन एनबी बैंकमा रकम निकाल्न एकैपटक निक्षेपकर्ताको घुइँचो लाग्यो ।"", ""तर, पछिल्लो समयमा नेपाल प्रहरीको केन्द्रीय अनुसन्धान ब्यूरो (सीआईबी)ले दैनिक बैंकिङ गतिविधि, बैंकिङ कानुन र राष्ट्र बैंकको निर्देशन पालना गरेको विषयलाई नै अपराध गरेजस्तो गरेर ठूला बैंकका प्रमुख कार्यकारी अधिकृत तथा उच्च पदाधिकारीलाई पक्राउ गर्ने, थुनामा राख्ने लगायत काम गरिरह",https://www.onlinekhabar.com/2026/05/1936926/what-kind-of-system-is-this-where-the-ceo-of-the-countrys-largest-bank-is-arrested-while-trying-to-protect-savers-money
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30824,कोरिया र इजरायल जान छनोटमा नपरेकाहरू किन बारम्बार आन्दोलनमा उत्रिन्छन् ?,बिजनेस – Page 12 – Online Khabar,2026-05-21T15:39:59.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S3;S6;S7,,,"यो समाचार वैदेशिक रोजगारीको प्रक्रिया र श्रमिकहरूको आन्दोलनसँग सम्बन्धित छ, जसको शेयर बजारमा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""दुई देशसँग गरिएको श्रम समझदारी अनुसार नै इजरायलले केयरगिभर परीक्षा र कोरियाले रोजगार अनुमति प्रणाली (ईपीएस) मार्फत कोरियन भाषा परीक्षा पास गरेर श्रमिक लैजाने गरेको छ ।"", ""सरकारी संयन्त्रमार्फत जाँदा दुवै देशमा जाने श्रमिकहरू भने बेला बेला आन्दोलनमा उत्रिन्छन् ।"", ""त्यसबाहेक कोरियन भाषा परीक्षा पास गरेर कोरिया जाने रोष्टरको सूचीमा रहेकाहरू समेत बेला बेला आन्दोलन गर्दै आएका छन् ।""], ""evidenceSentenceIds"": [""S3"", ""S6"", ""S13""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The article discusses the impact of labor regulations and selection processes for Nepali workers going to South Korea and Israel, which affects their employment opportunities and leads to labor unrest."", ""relevance"": ""direct"", ""sectors"": [""Labor""], ""summary"": ""The article discusses the impact of labor regulations and selection processes for Nepali ",https://www.onlinekhabar.com/2026/05/1936464/why-do-those-who-are-not-selected-to-go-to-korea-and-israel-repeatedly-engage-in-protests
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30826,सूचना प्रविधिमा लगानी र डिजिटल पूर्वाधार विस्तार उच्च प्राथमिकतामा : सञ्चारमन्त्री,बिजनेस – Page 11 – Online Khabar,2026-05-22T13:08:27.000Z,ne,indirect,sector_industry,uncertain,valid_json,invalid_or_truncated_json,S3;S4;S7;S8,,Others,सरकारले सूचना प्रविधि र डिजिटल पूर्वाधार विस्तारमा लगानी र बजेटको प्राथमिकता दिने योजना बनाएकाले यसले सूचना प्रविधि क्षेत्रको गतिविधि र सेवाको पहुँचमा प्रभाव पार्न सक्छ ।,"{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""विक्रम तिमिल्सिनाले फोरजी सेवा विस्तार, डिजिटल पूर्वाधार निर्माण, डेटा सेन्टर सुदृढीकरण तथा साइबर सुरक्षामा लगानीका विषय सरकारको प्राथमिकतामा रहेको बताएका छन् ।"", ""सरकारले डिजिटल विभाजन अन्त्य गर्ने विषयलाई उच्च प्राथमिकतामा राखेको उल्लेख गर्दै उनले त्यसका लागि तत्कालीन, मध्यमकालीन र दीर्घकालीन योजना अघि बढिरहेको स्पष्ट पारे ।"", ""हालसम्म देशका ७५० स्थानीय तहमा फोरजी एलटीई सेवा पुगेको र ७५३ वटै स्थानीय तहमा टुजी सेवा विस्तार भइसकेको उनले बताए ।""], ""evidenceSentenceIds"": [""S3"", ""S5"", ""S9""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""ration",https://www.onlinekhabar.com/2026/05/1937578/investment-in-information-technology-and-expansion-of-digital-infrastructure-on-high-priority-minister-of-communications
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30828,नेपाली आरोही तेन्जिङ डेभिडले गरे ५ दिनमा तीन हिमाल आरोहण,बिजनेस – Page 11 – Online Khabar,2026-05-24T11:15:35.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2,,,"यो समाचार एक पर्वतारोहीको व्यक्तिगत उपलब्धि र एउटा ट्रेकिङ कम्पनीको गतिविधि बारे हो, जसको नेपाल स्टक मार्केट (NEPSE) सँग कुनै प्रत्यक्ष वा अप्रत्यक्ष सम्बन्ध देखिँदैन ।","{""confidenceBand"": ""high"", ""eventType"": ""sports"", ""evidence"": [""नेपाली आरोही तेन्जिङ डेभिड शेर्पाले पाँच दिनमा सर्वोच्च शिखर सगरमाथा सहित तीन हिमालको सफल आरोहण गरेर कीर्तिमान कायम गरेका छन् ।"", ""कम्पनीका प्रबन्ध निर्देशक दावा स्टेभन शेर्पाका अनुसार तेन्जिङले पाँच दिनमा सगरमाथा (८८४८ मिटर), ल्होत्से (८५१६ मिटर) र नुप्त्से (७८१६ मिटर) को सफल आरोहण गरेका हुन् ।"", ""तेन्जिङले ३ जेठमा नुप्त्से, ६ जेठमा सगरमाथा र ७ जेठमा ल्होत्से हिमालको सफल आरोहण गरेका हुन् ।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S5""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""immediate"", ""impactMechanism"": ""uncertain"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The successful completion of three Himalayan peaks in five days by a Nepali climber, Tenzing David, is a significant achievement in the sports and adventure sector."", ""relevance"": ""direct"", ""sectors"": [""Adventure and Sports""], ""summary"": """,https://www.onlinekhabar.com/2026/05/1938658/nepali-climber-tenzing-david-climbs-three-mountains-in-5-days
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30829,"आलुको भाउ बढ्यो, किलोको कति ?",बिजनेस – Page 11 – Online Khabar,2026-05-25T06:53:16.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S3;S5;S7,,,"यो समाचार कृषिजन्य वस्तु (आलु) को मूल्य वृद्धि बारे मात्र हो, जसको शेयर बजार (NEPSE) मा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""स्थानीय बजारमा आलुको भाउ बढेको छ ।"", ""कालीमाटी फलफूल तथा तरकारी बजार विकास समितिको तथ्यांकले सोमबार आलुको भाउ बढेको देखाएको हो ।"", ""हिजो आइतबार प्रतिकिलो थोकमा न्यूनतम २८ देखि अधिकतम ३४ र औसत ३० रुपैयाँमा किनबेच भएको थियो ।"", ""आज सोमबार भने उक्त आलु प्रतिकिलो थोकमा न्यूनतम ३० देखि अधिकतम ३५ र औसत ३२ रुपैयाँमा किनबेच भइरहेको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S6"", ""S7""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""immediate"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a price increase in a listed security or market index, which supports the market_trading label and the bullish direction through the mechanism of market flow."", ""relevance"": ""direct"", ""sectors"": [""Vegetables""], ""summary"": ""The selected evidence reports a price increase in a listed security or market index, which supports the market_trading label and the bullish d",https://www.onlinekhabar.com/2026/05/1939016/the-price-of-potatoes-has-increased-how-much-per-kilo-3
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3082a,चार दशकदेखि शिक्षामा अग्रणी लिटिल एन्जल्स स्कुल : गुणस्तरीय प्रविधिमैत्री शिक्षा,बिजनेस – Page 11 – Online Khabar,2026-05-25T06:58:51.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2,,,"यो समाचार एउटा निजी विद्यालयको शैक्षिक गुणस्तर र प्रवर्द्धनसँग सम्बन्धित छ, जसको नेप्से बजारमा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव छैन।","{""confidenceBand"": ""high"", ""eventType"": ""operations"", ""evidence"": [""ललितपुरको हरियालीयुक्त स्थान हात्तीवनमा अवस्थित लिटिल एन्जल्स स्कूल (एलए) ले चार दशकभन्दा बढी समयदेखि नेपाली शिक्षाक्षेत्रमा अग्रणी भूमिका निर्वाह गर्दै आएको छ।"", ""हरित वातावरण, प्रविधिसम्पन्न कक्षाकोठा र इलेक्ट्रिक गाडीको प्रयोगमार्फत एलएले आफूलाई वातावरणमैत्री शिक्षण संस्थाको रूपमा स्थापित गरेको छ।"", ""सन् १९८१ मा स्थापना भएको यो प्रतिष्ठित शिक्षालयले समयअनुसार शिक्षण पद्धति र प्रविधिमा नवप्रयोग गर्दै नेपाली शिक्षा प्रणालीमा नयाँ अध्याय थपेको छ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""operations_capacity"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The school",https://www.onlinekhabar.com/2026/05/1939003/little-angels-school-a-leader-in-education-for-four-decades-quality-technology-friendly-education
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d3082b,"धनियाँको मूल्य बढ्यो, पुदिनाको घट्यो",बिजनेस – Page 11 – Online Khabar,2026-05-25T07:13:34.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S2;S3;S4;S5,,,"यो समाचार कृषि वस्तु (धनियाँ र पुदिना) को मूल्यमा केन्द्रित छ, जसको नेप्से (NEPSE) वा शेयर बजारमा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव पर्दैन।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""बजारमा हरियो धनियाँको मूल्य बढ्दा पुदिनाको घटेको छ ।"", ""कालीमाटी फलफूल तथा तरकारी बजार विकास समितिले सार्वजनिक गरेको तथ्यांकले सोमबार हरियो धनियाँ र पुदिनाको मूल्यमा घटबढ भएको देखाएको हो ।"", ""सोमबार धरियो धनियाँको मूल्य थोकमा प्रतिकिलो २४ रुपैयाँ बढेको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""immediate"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a change in the price of a listed security or market index, which makes the record direct to NEPSE and supports the market_trading label through the trading mechanism."", ""relevance"": ""direct"", ""sectors"": [""Vegetables and Fruits""], ""summary"": ""The market price of hario dhaniya (coriander) has increased, while the price of pudina (basil) has decreased."", ""symbols"": [""DHANIYA""], ""tags"": [""market_trading"", ""price"", ""vegetables"", ""nepse""]}",https://www.onlinekhabar.com/2026/05/1939037/coriander-prices-increase-mint-prices-decrease
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d3082c,वनप्लसले नयाँ ओलेड ट्याब्लेट चाँडै सार्वजनिक गर्ने,बिजनेस – Page 10 – Online Khabar,2026-05-25T10:53:00.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S1,,,"यो समाचार वनप्लस नामक विदेशी प्रविधि कम्पनीको नयाँ उत्पादनको बारेमा हो, जसको नेपालको सेयर बजारमा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव देखिँदैन।","{""confidenceBand"": ""high"", ""eventType"": ""product"", ""evidence"": [""वनप्लस कम्पनीले विश्व बजारका लागि एउटा नयाँ एन्ड्रोइड ट्याब्लेट ल्याउने तयारी गरिरहेको छ ।"", ""हालै बाहिरिएको एउटा सूचना अनुसार यो ट्याब्लेटमा ओलेड डिस्प्ले रहनेछ ।"", ""यसमा उच्च गुणस्तरको हार्डवेयर र शक्तिशाली चिपसेट प्रयोग गरिनेछ।""], ""evidenceSentenceIds"": [""S1"", ""S2"", ""S3""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""uncertain"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The document reports the development of a new product (tablet) by a listed company (OnePlus), which is a direct business activity."", ""relevance"": ""direct"", ""sectors"": [""Consumer Electronics""], ""summary"": ""OnePlus is preparing to launch a new Android tablet for the global market, which will feature an OLED display and high-end hardware."", ""symbols"": [""OPLUS""], ""tags"": [""product"", ""tablet"", ""oneplus""]}",https://www.onlinekhabar.com/2026/05/1939253/oneplus-to-launch-new-oled-tablet-soon
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d3082d,सहकारी बेथिति जाँचबुझ आयोगको प्रतिवेदन सार्वजनिक गर्ने सरकारको निर्णय,बिजनेस – Page 10 – Online Khabar,2026-05-25T11:04:29.000Z,ne,indirect,regulation,uncertain,indirect,direct,S2;S3;S4,,Others,सहकारीमा भएको बेथिति जाँचबुझ आयोगको प्रतिवेदन सार्वजनिक गर्ने सरकारको निर्णयले उक्त क्षेत्रको नियमन र समग्र वित्तीय वातावरणमा प्रभाव पार्न सक्छ ।,"{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""सरकारले सहकारीमा भएको बेथिति जाँचबुझ आयोगको प्रतिवेदन सार्वजनिक गर्ने निर्णय गरेको छ ।"", ""सोमबार बसेको मन्त्रिपरिषद् बैठकले उक्त प्रतिवेदन सार्वजनिक गर्ने निर्णय गरेको सरकारका प्रवक्ता सस्मित पोखरेलले जानकारी दिए ।""], ""evidenceSentenceIds"": [""S2"", ""S3""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The government's decision to publicize the report of the cooperative inspection and investigation commission is a regulatory or policy change that may affect the cooperative sector."", ""relevance"": ""direct"", ""sectors"": [""Cooperative""], ""summary"": ""The government has decided to publicize the report of the cooperative inspection and investigation commission."", ""symbols"": [], ""tags"": [""regulation"", ""cooperative"", ""report""]}",https://www.onlinekhabar.com/2026/05/1939272/governments-decision-to-make-public-the-report-of-the-cooperatives-inquiry-commission
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3082e,सरकारले तोक्यो बर्खे धानबालीको समर्थन मूल्य,बिजनेस – Page 10 – Online Khabar,2026-05-25T11:11:10.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S4,,,"यो समाचार कृषि क्षेत्रको मूल्य निर्धारणसँग सम्बन्धित छ, जसले नेप्से (NEPSE) को बजार वा सूचीकृत कम्पनीहरूमा प्रभाव पार्ने कुनै ठोस संयन्त्र उल्लेख गरिएको छैन।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""सरकारले आगामी आर्थिक वर्ष ०८३/०८४ का लागि बर्खे धानबालीको समर्थन मूल्य तोकेको छ ।"", ""उनका अनुसार, मोटो धानको प्रतिक्विन्टल ३ हजार ६६० रुपैयाँ र मध्यम धानको प्रतिक्विन्टल ३ हजार ८६० रुपैयाँ समर्थन मूल्य तोक्ने निर्णय भएको हो ।"", ""‘आर्थिक वर्ष ०८३/०८४ मा वर्षे धानबालीको न्युनतम समर्थन मूल्य मोटो धानको रु ३६६० प्रतिक्विन्टल र मध्यम धानको रु ३८६० प्रतिक्विन्टल तोक्ने निर्णय भएको छ,’ पोखरेलले भने ।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S5""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a regulatory or policy change that will affect the supply, demand, or price of a listed security or market sector."", ""relevance",https://www.onlinekhabar.com/2026/05/1939277/government-sets-support-price-for-rain-fed-paddy
